,question,relevant_documents_from_dense_retrieval
48,אילו רקעים אקדמיים מתאימים לתכנית בהנדסת נתונים?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n'), Document(id='e37e2505-0b2b-467d-b873-5bde2c642398', metadata={'source': '367-2025.pdf', 'start_index': 24221}, page_content='למה/חובה נוספים, ייקבעו על סמך תחום התמחות הרצוי בתואר שני והישגיה תלמיד/ה בתואר ראשון\nוכוללים מקצועות יסוד, קורסים הנדסיים מתקדמים וקורסי מעבדה בתחומי ההנדסה הביורפואית.\n17\n תואר דוקטור לפילוסופיה\nכללי\nהלימודים ועבודת המחקר לקראת התואר ""דוקטור לפילוסו'), Document(id='18595576-004d-47b2-8da4-042eb72bd338', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=""�ירה המוכרים במגמה, ניתן ללמוד קורסי בחירה נוספים מהמגוון הקיים.\nחברי מגמה ותחומי המחקר שלהם )סדר אלפביתי(\nפרופ' ברדה נועם\nאינפורמטיקה רפואית, מודלי ניבוי קליניים, הוגנות במודלים, הסקה סיבתית ואפידמיולוגיה מודרנית.\nפרופ' גל קובי\nבינה מלאכותית, קבלת החלטות, מ"")]"
49,מהי חשיבות למידת המכונה עבור מהנדסי מערכות מידע?,"[Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='ffd8dada-4b93-4e02-afaf-5186352f2407', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�לוחמת מידע\nהמגמה נועדה להכשיר סטודנטים להיות אנשי מקצוע בתחום של אבטחת מידע במרחב המקוון הכולל\nקידוד וייצוג מידע, פרטיות, כרית מידע, אבטחת מידע, אבטחת רשתות ואבטחת מערכות ממוחשבות.\nלימודי המגמה עונים על צורך ברור של המשק באנשי מקצוע בתחום של אבטחת'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
50,מדוע הביקוש לבוגרי המחלקה להנדסת ביוטכנולוגיה גדל בשנים האחרונות?,[]
51,אילו תחומי מחקר מעודדת המחלקה להנדסת ביוטכנולוגיה?,"[Document(id='7ed07d1a-0387-4f6e-8d9e-3a30363e579a', metadata={'source': '378-2025.pdf', 'start_index': 4343}, page_content='עוניינים להמשיך לתואר שלישי תחת הנחיית אותו המנחה. פרטים נוספים לגבי מסלול משולב\nלדוקטורט ניתן לקבל בבית הספר ללימודי מחקר מתקדמיםע""ש קרייטמן.\nסגל הוראה\nהתוכנית היא אחת מתוכניות הלימוד של המחלקה להנדסת מכונות. סגל הוראה כולל אנשי סגל של המחלקה להנדסת')]"
52,מהי מטרת התוכנית לתואר ראשון בהנדסת ביוטכנולוגיה?,"[Document(id='ab9d78db-8104-406e-a1b6-29d8d0c67b8b', metadata={'source': '361-2025.pdf', 'start_index': 125804}, page_content='כנית מית""ר להנדסה )מסלול ישיר לתואר שני (\nמטרת התוכנית היא קידום מהיר של תלמידים מצטיינים עם פוטנציאל גבוה להשתלב במחקרים\nבחזית המדע. התוכנית מיועדת לתלמידי תואר ראשון בהנדסת חשמל ומחשבים בסוף הסמסטר\nהשישי, וכן לתלמידי תואר ראשון בתואר כפול בהנדסת חשמל -מתמט')]"
53,כיצד משלבים סטודנטים בהנדסת ביוטכנולוגיה בין מחקר עצמאי לעבודה בתעשייה?,"[Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='8c8b6ccc-9e0d-433b-804b-74993c7160ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=""�י\nשנהד' במסלול זה הם בעצם מסטרנטים על כל המשתמע מכך. העבודה על פרויקט הגמר משולבת\nלמעשה עם העבודה על התזה.\nמטרות המסלול\n• פיתוח מודעות בקרב סטודנטים מצטיינים להשתלב בתכנית לעידוד חוקרים.\n• הקמת עתודה מחקרית.\n• גיבוש נבחרת של מנהיגות טכנולוגית שתשפיע"")]"
54,אילו קורסים ייחודיים מוצעים לסטודנטים בהנדסת ביוטכנולוגיה?,"[Document(id='bcbd4ff3-5d74-4708-a33a-d48583579a84', metadata={'source': '362-2025.pdf', 'start_index': 7842}, page_content='נדסת חשמל\nומחשבים. בוגרי התוכנית יכולים להירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר\nהשני והשלישי במחלקה להנדסת מכונות או בבית הספר להנדסת חשמל לפי בחירתם. תנאי הקבלה לתוכנית,\n5\n מבנה הלימודים ופרטים נוספים מובאים בהמשך.\nהתוכנית המשו'), Document(id='9555f15f-a492-459a-b668-f1d3705ce872', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�תואר.\nקורסי בחירה בהנדסת מערכות מידע\nבכל סמסטר יוצעו קורסי בחירה מתוך רשימת הקורסים\nבנוסף, חלק מהקורסים לתואר שני פתוחים כקורסי בחירה לתואר ראשון.\nלתוכניות הלימודים לסטודנטים שתוכניות הלימודים שלהם שונות מהשנתון .\n8\n מגמות לימוד לתואר ראשון בהנדסת �')]"
55,מהם כיווני הקריירה הפתוחים בפני בוגרי הנדסת ביוטכנולוגיה?,"[Document(id='517c3c7d-37de-4e48-a12b-1bb5c7d505f9', metadata={'source': '364-2025.pdf', 'start_index': 6400}, page_content='לים"" הנדרש למהנדסי תעשייה וניהול.\n• קורסי ההתמחות והבחירה מאפשרים לתלמי דים להעשיר את בסיס הידע וההתמקצעות בתחומי העניין שלהם,\nכבסיס לפיתוח קריירה עתידית. המחלקה מציעה בחירה בין שתי התמח ויות: מערכות מידע ומערכות נבונות .\nהמעוניינים בכך, רשאים להתמחות בהתאמה א')]"
56,כיצד מתבטאת הגישה הבין-תחומית בהנדסת ביוטכנולוגיה?,[]
57,כיצד מתייחסת התוכנית למפגעים סביבתיים במסגרת הביוטכנולוגיה?,[]
58,אילו כלים רוכשים הסטודנטים כדי לעסוק בהנדסה גנטית או תרפיה תאית?,"[Document(id='bfc06590-e2ec-47dc-a146-9f30dd6b7d0c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�וף הפעולה בין חוקרים משני התחומים הולך וגובר בחקר תופעות כגון חומרים\nמורכבים, תכונות מכאניות וחשמליות של חומרים, תהליכי ייצור ועוד. מטרת התוכנית היא להכשיר מהנדסים\nבשני התחומים ולהעניק להם רקע איתן בהנדסת מכונות וחומרים על מנת שיוכלו להתמודד בהצלחה ע')]"
59,כיצד מעודד המחקר במחלקה שימוש בטכנולוגיות חדשניות?,"[Document(id='12874d79-e215-4096-8761-f0fdcaa024ec', metadata={'source': '369-2025.pdf', 'start_index': 1642}, page_content=' על מחקר במעבדות המחלקה בהנחיית חברי הסגל. מהתלמידים נדרשת עבודת מחקר ברמה גבוהה\nהמתפרסמת בכתבי עת מובילים בתחום. מבחר נושאי המחקר במחלקה רחב ביותר, ומתמקד באלו הנחשבים\nלטכנולוגיות העילית שבביוטכנולוגיה, כגון: הנדסת רקמות ותאי גזע, ביו-חומרים חכמים, בי')]"
60,מהו תחום העיסוק המרכזי של מהנדס ביורפואי?,"[Document(id='eb1abd6d-5630-4c1e-a1c7-f76908c2cd77', metadata={'source': '361-2025.pdf', 'start_index': 11888}, page_content='כנולוגיות, מצריך\nהכרות מעמיקה עם שלל מרכיביו, וידע מעמיק בתחום ידע שהוא בין-תחומי בעיקרו, ומשלב נושאים בהנדסת חשמל,\nהנדסת מחשבים, מדעי המחשב, חקר ביצועים, וטכנולוגיות מידע. היקף הידע והתשתית המחקרית בתחום זה הם\nהעומדים בבסיס תכנית הלימודים לתואר בוגר במ'), Document(id='93407c37-f3df-4123-9ab9-4b3f0529b040', metadata={'source': '367-2025.pdf', 'start_index': 20627}, page_content=' וביקורתית ולהצמחת דור חדש של חוקרים. קיימות במחלקה אפשרויות מגוונות להשתלבות ועיסוק\nבמחקר במסגרת לימודי המוסמכים.\nלימודי התואר השני בהנדסה ביורפואית מיועדים להעמיק את הידע ההנדסי והרפואי, לאפשר לתלמידים/ות\nלהגדיר בעיה מחקרית ולבצע עבודת מחקר מקורית בהנח')]"
61,אילו אתגרים חדשים נוצרו בזכות התפתחות המחשוב והרובוטיקה ברפואה?,"[Document(id='e26af464-548f-42bd-811a-89dc6aac34b2', metadata={'source': '361-2025.pdf', 'start_index': 12315}, page_content='פסא"", יוזמים, ובעלי יכולת מוכחת בפיתוח, מחקר,\nוקידום טכנולוגיות בעלות השפעה על כל תחומי החיים. היכולת לשמור על מעמד זה בעידן ""אוטוסטרדת המידע"",\nשבו העולם מתקדם במהירות בנושאי הנדסת מערכות מחשוב, תקשורת ורשתות, נשענת על היכולת להכשיר\nמהנדסים בעלי ראייה נ')]"
62,מדוע נדרש שילוב של מדעי הטבע וההנדסה בהנדסה ביורפואית?,"[Document(id='a9a409c7-bbd0-4ad5-9fd6-edc681fb665c', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='�נדסת מכונות הנדסת חשמל ואלקטרוניקה, הנדסה\nכימית, הנדסת מחשבים, הנדסת אלקטרואופטית, הנדסת גרעין והנדסה ביו-רפואית.\nעם זאת, התוכנית מתאימה גם לבוגרי מדעי הטבע המעוניינים לרכוש מיומנויות, יזמות טכנולוגית בתחומי הנדסת\nהמערכת.\nתנאי הקבלה:\n• ממו')]"
63,כיצד מתבטאת עבודה בצוותי מחקר רב-תחומיים בהנדסה ביורפואית?,"[Document(id='a10c14c0-f467-4d8e-8679-ca7fdc297233', metadata={'source': '369-2025.pdf', 'start_index': 2066}, page_content='קטורים, תהליכי הפרדה לייצור תרופות\nוטיפול במפגעים סביבתיים .\nבוגרי התוכנית שלנו התקבלו כחברי סגל אוכ בתר- דוקטורנטים באוניברסיטאות יוקרתיות. אחרים נושאי\nתפקידים מאתגרים בתעשייה הביוטכנולוגית והפארמצבטית בארץ ובחו""ל. בין הבוגרים שלנו יש כאלו שפנו\nליזמות והקימ'), Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
64,מה תפקידה של שנת הפרויקט המסכמת בהנדסה ביורפואית?,"[Document(id='4df051cc-1563-4628-94a3-48c5fe188a9a', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�ורס זה בהצלחה של קורס זה תקנה גם פטור מהחובה להשתתף בסדנת ההוראה למתרגלים שהיא בגדר\nחובה לתלמידי תארים מתקדמים המועסקים במשרות תרגול .\nמסלול קש"" ת\nמסלול קש""ת מאפשר לתלמיד המחלקה להנדסת תעשייה וניהול, המעוניין להמשיך ללימודי תואר שני מחקרי, לשלב\nלימודי תואר שנ')]"
65,כיצד מסייעת התוכנית להבין מכשירי מדידה ודימות רפואיים?,"[Document(id='8bad2f76-cac2-4455-a163-3901bf686586', metadata={'source': '367-2025.pdf', 'start_index': 2220}, page_content='חשבים או רובוטים, בעידוד מנגנונים טבעיים או בשימוש\nבאברים מלאכותיים, ידע רב-תחומי חיוני במקצוע ההנדסה הביורפואית.\nההתפתחות העצומה שחלה בשנים האחרונות בתחומי המדעים המדויקים, מדעי הטבע וההנדסה מאפשרת להשתמש בכלים\nהנדסיים על מנת לענות על שאלות רבות שנות')]"
66,"אילו תחומי התמחות מוצעים בתכנית, כמו ביומכניקה או נוירו-הנדסה?","[Document(id='a9a409c7-bbd0-4ad5-9fd6-edc681fb665c', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='�נדסת מכונות הנדסת חשמל ואלקטרוניקה, הנדסה\nכימית, הנדסת מחשבים, הנדסת אלקטרואופטית, הנדסת גרעין והנדסה ביו-רפואית.\nעם זאת, התוכנית מתאימה גם לבוגרי מדעי הטבע המעוניינים לרכוש מיומנויות, יזמות טכנולוגית בתחומי הנדסת\nהמערכת.\nתנאי הקבלה:\n• ממו')]"
67,כיצד מושם דגש על מחקר בסיסי מול יישומי בהנדסה ביורפואית?,"[Document(id='18595576-004d-47b2-8da4-042eb72bd338', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=""�ירה המוכרים במגמה, ניתן ללמוד קורסי בחירה נוספים מהמגוון הקיים.\nחברי מגמה ותחומי המחקר שלהם )סדר אלפביתי(\nפרופ' ברדה נועם\nאינפורמטיקה רפואית, מודלי ניבוי קליניים, הוגנות במודלים, הסקה סיבתית ואפידמיולוגיה מודרנית.\nפרופ' גל קובי\nבינה מלאכותית, קבלת החלטות, מ""), Document(id='dabb1064-a10b-43bb-90c2-ea6659d08892', metadata={'source': '369-2025.pdf', 'start_index': -1}, page_content='� והפרדת חלבונים, תרביות תאים, כמו גם אתיקה\nומשפט בביוטכנולוגיה ומנהל עסקים. בשנת הלימודים האחרונה לתואר, במהלך פרויקט הגמר התלמידים\nמתנסים במחקר עצמאי במעבדות חברי הסגל או כחלק מעבודה בתעשיית הביוטכנולוגיה. בוגרי המחלקה\nמוכשרים לעבודה ומחקר בסביבות עבו'), Document(id='12ad0220-30bf-4141-8d13-d0b7e1dc55de', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='אר ראשון.\n2 הקורס ניתן בשפה האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n10\n אשכול ביומכניקה ורובוטיקה\nקורסים מקבוצה 1: מעבדה בביומכניקה, חוזק חומרים להנדסה ביורפואית, מעבר חום וחומר 1 ומבוא לרובוטיקה\nויישומים להנדסה ביורפואית .\nקורסים מקבוצה 2: מכניקה של �')]"
68,מדוע הכשרה בפיזיולוגיה אנושית רלוונטית למהנדס ביורפואי?,"[Document(id='12ad0220-30bf-4141-8d13-d0b7e1dc55de', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='אר ראשון.\n2 הקורס ניתן בשפה האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n10\n אשכול ביומכניקה ורובוטיקה\nקורסים מקבוצה 1: מעבדה בביומכניקה, חוזק חומרים להנדסה ביורפואית, מעבר חום וחומר 1 ומבוא לרובוטיקה\nויישומים להנדסה ביורפואית .\nקורסים מקבוצה 2: מכניקה של �'), Document(id='76e37a21-dace-4cfe-afa1-2afa77ffa7a1', metadata={'source': '362-2025.pdf', 'start_index': 18388}, page_content='יכון תרמי\n36214951 מקורות אנרגיה בלתי קונבנציונליים\n36213641 מעבר מסה\n36214292 קריאוגניקה ניצול גזים ומקררים קריאוגניים\nמסלול התמחות 5: הנדסה רפואית וביומכניקה\nהקורסים מתמקדים באנטומיה ובביומכניקה של גוף האדם, טכנולוגיה של מערכות רפואיות, ובתהליך של\nפיתוח וליווי של טכנול'), Document(id='88644a00-5c5a-4b26-91a6-e7f464f55bfb', metadata={'source': '367-2025.pdf', 'start_index': 23038}, page_content='ושאים מתקדמים בעיבוד אותות פיזיולוגיים\n36725631 מציאות מועצמת ומדומה למחקר, טיפול ושיקום\n36726631 הדפסה תלת ממדית ברפואה\n36725651 ביו-שבבים, ביו-גלאים וביו- אלקטרוניקה1\n1 הקורס ניתן בשפה האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה.\nבהמלצת מנחה ובאישור ועדת הוראה, ניתן לק'), Document(id='f4b3d87b-0ae4-4392-9f1d-106105c5eab9', metadata={'source': '362-2025.pdf', 'start_index': 15023}, page_content='ולת של מהנדס המכונות להבין תהליכים\nדינאמיים ולפתח מודלים דינאמיים של מערכות מכאניות. להבנה זו יש תפקיד חשוב בתכנון מערכות בקרה.\n11\n תלמידים המסיימים את לימודיהם בהנדסת מכונות עם התמחות בתחום הבקרה מכטרוניקה ורובוטיקה\nעשויים להשתלב בתעשיית ההיטק, בחברות אשר מ'), Document(id='a9d259ee-a386-4d65-a3ab-06f5b35b662a', metadata={'source': '367-2025.pdf', 'start_index': 12009}, page_content=' האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n9\n אשכול ביוחומרים, ביואלקטרוניקה והנדסת רקמות\nקורסי החובה באשכול (קבוצה 1): מעבדה בביוחומרים וביואלקטרוניקה, ביוחומרים, ביואלקטרוכימיה, מעבר חום\nוחומר 1 ומכניקה של תאים.\nקורסים מקבוצה 2: ביו סנסורים ומערכות מ'), Document(id='86b7cde3-4bc9-44dd-b7f4-971e48dd4de2', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� שני קורסי בחירה ממחלקות אחרות.\nמסלול התמחות 7: מערכות הספק\nבמסלול זה יתמחה מהנדס המכונות במקור העיקרי לתנועות המכניות והדינאמיקה והם מנועים חשמליים.\nבמסלול זה יכיר מהנדס המכונות את האספקט החשמלי של מערכות מתח גבוה, הנע חשמלי ומערכות הספק .\nלהשלמת ה')]"
69,כיצד מקדמת התכנית הבנה מעמיקה של כירורגיה רובוטית ואבחון מתקדם?,"[Document(id='992f83a8-2cac-4cb2-9a74-ec7cfb88cd4c', metadata={'source': '367-2025.pdf', 'start_index': 2647}, page_content='נים הנדסיים מורכבים, מכשירי דימות רפואיכ- MRI הם מדגם חלקי לאמצעים חדשים ההופכים לזמינים לכל. אמצעים\nאלה מאפשרים לא רק מענה לצרכים שהוגדרו ועל שאלות שהוצגו בעבר אלא מהווים קרש קפיצה להצבת אופקי מחקר וידע\nחדשים .\nתלמידות ותלמידי המחלקה להנדסה ביורפואית מקב')]"
70,מהו ייחודה של היחידה להנדסה גרעינית בארץ?,[]
71,אילו יישומים רפואיים נכללים בתחום ההנדסה הגרעינית?,[]
72,אילו נושאי מחקר עיקריים נחקרים במסגרת היחידה להנדסה גרעינית?,[]
73,מדוע יש חשיבות לפיתוח שיטות אנליטיות וחישוביות בטרנספורט ניטרונים?,[]
74,כיצד היחידה משלבת מחקר בסיסי עם שיתופי פעולה בינלאומיים?,[]
75,מהן אפשרויות התעסוקה לבוגרי התואר בהנדסה גרעינית?,[]
76,כיצד מטפלת התכנית בהיבטי מיגון קרינה?,[]
77,מהו הדגש על שיטות מונטה קרלו בחישובי קרינה?,[]
78,כיצד מכינים הסטודנטים לעבודת מחקר בתואר השני והשלישי בהנדסה גרעינית?,[]
79,מדוע יש צורך במהנדסים גרעיניים בעלי ידע נרחב בפיזיקת חלקיקים?,[]
80,מהו תפקידו של מהנדס חומרים בתעשייה המודרנית?,"[Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
81,כיצד משפיעה בחירת חומרים נכונה על שלבי התכנון והייצור?,[]
82,אילו שתי מגמות עיקריות מוצעות במחלקה להנדסת חומרים?,"[Document(id='592fe62a-d513-48f8-914e-c1cc5613f75c', metadata={'source': '362-2025.pdf', 'start_index': 47146}, page_content='ת חומרים וקורסי בחירה בהנדסת מכונות, כאשר חלוקת הנק""ז בין המחלקות\nתהיה קרובה לשוויונית ככל הניתן.\n46\n תכנית לימודים משולבת לתואר כפול הנדסת מכונות –\nהנדסת חשמל\nכללי\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המש')]"
83,מהם עקרונות היסוד הנלמדים בשנים הראשונות ללימודי הנדסת חומרים?,"[Document(id='63e8461b-de23-4caf-8547-1a3f039fe7e0', metadata={'source': '361-2025.pdf', 'start_index': 16355}, page_content=' מדעי המחשב, כגון: מבני נתונים, ומבוא לתכנות מערכות. מקצועות אלה מקנים\nלתלמיד רקע בסיסי במכלול הנושאים המרכיבים את הנדסת מחשבים.\nהחל מהסמסטר החמישי של לימודי ההסמכה לרשות התלמיד עומד מבחר מגוון של קורסי בחירה וליבה. הבחירה\nנעשית בין קורסים מתקדמים באלגו'), Document(id='2146ff26-d12d-4c66-9543-31f77190841b', metadata={'source': '364-2025.pdf', 'start_index': 5772}, page_content=' לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיועדת למועמדים בעלי רקע מתמטי,\nמדעי וטכנולוגי המתאימים ללימודי הנדסה. מבנה התוכנית מושתת על מספר רבדים :\n• קורסי התשתית המדעית מיועדים להקניית הבסיס המדעי הנדרש למהנדסי תעשייה וניהול, בתחומי ידע כגון\nהנדסה,')]"
84,כיצד משלימים הסטודנטים את התמחותם במסלול חומרים אלקטרוניים?,"[Document(id='8f873d5f-f056-48ed-835d-9293ead00576', metadata={'source': '361-2025.pdf', 'start_index': 10621}, page_content='ימודי ההסמכה בוחר התלמיד במסלולי לימוד והתמחות המוצעים בבית הספר.\nבמסגרת לימודי המסלול מקבל התלמיד דגש מקצועי ומעמיק בחלק מהשטחים המקובלים במקצוע הנדסת חשמל\nומחשבים. בנוסף, בסמסטר השביעי והשמיני במקביל ללימודיו בוחר ומבצע התלמיד בפרויקט הנדסי שמטרתו\n')]"
85,מה מהות פרויקט המהנדס הנערך בסוף התואר בהנדסת חומרים?,"[Document(id='8f873d5f-f056-48ed-835d-9293ead00576', metadata={'source': '361-2025.pdf', 'start_index': 10621}, page_content='ימודי ההסמכה בוחר התלמיד במסלולי לימוד והתמחות המוצעים בבית הספר.\nבמסגרת לימודי המסלול מקבל התלמיד דגש מקצועי ומעמיק בחלק מהשטחים המקובלים במקצוע הנדסת חשמל\nומחשבים. בנוסף, בסמסטר השביעי והשמיני במקביל ללימודיו בוחר ומבצע התלמיד בפרויקט הנדסי שמטרתו\n')]"
86,מדוע משולבים לימודי כימיה ופיזיקה בהכשרת מהנדסי חומרים?,"[Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�')]"
87,כיצד מתבטאת תכנית המצוינות לתואר כפול בפיסיקה והנדסת חומרים?,"[Document(id='3728237d-ba5f-4a3e-8c8f-f43bc34a9df7', metadata={'source': '374-2025.pdf', 'start_index': 10946}, page_content='ר לתואר שני בהנדסה סביבתית\nתוכנית לימודים לתואר כפול: הנדסת בניין )התמחות במבנים( ומדעי כדור הארץ והסביבה\nתוכנית זו הינה ייחודית הנלמדת באוניברסיטת בן-גוריון בלבד. התוכנית נוסדה לשם מתן מענה אקדמי לצורכי\nהמדינה בתחום התשתיות הלאומיות, לקראת אתגרי העתיד.')]"
88,מה המשמעות של בחירה במסלול הנדסת חומרים מבניים?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �')]"
89,כיצד יכול בוגר הנדסת חומרים לתרום לפיתוח תהליכים חדשניים?,"[Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
90,מהו אופיו של מהנדס כימי בתעשייה כיום?,[]
91,כיצד משלבים נושאי איכות סביבה ואנרגיה בתכנית להנדסה כימית?,"[Document(id='83fcc181-285c-4b18-93fb-daf4139ebd98', metadata={'source': '362-2025.pdf', 'start_index': 21486}, page_content='דסים, מדענים וחוקרים לעיסוק\nבנושאי אנרגיה גרעינית, תכנות כוח ועוד. ניתן להמשיך בלימודים מתקדמים במסגרת לימודי מוסמכים\nבהנדסת מכונות או במסגרת המחלקה להנדסה גרעינית.\nיש לבחור את הקורסים: פיזיקה של כורים גרעיניים, חומרים גרעיניים ונזקי קרינה, תרמו-הידראו')]"
92,אילו תחומי התמחות מוצעים במסלול לניהול ויזמות בהנדסה כימית?,"[Document(id='db6f1ba6-58cf-4633-8b5d-ea3c081837ec', metadata={'source': '363-2025.pdf', 'start_index': 1502}, page_content='לקתית.\nמסלולי ההתמחות :\nמסלול לניהול ויזמות\nמהנדסי כימיה צפויים במהלך הקרירה שלהם למלא תפקידי ניהול, הן בתעשיות קלאסיות והן\nבסטארטאפים. המסלול יחשוף את הסטודנט לפן השיווקי, פן היזמות והפן הארגוני הרלוונטים למהנדסי\nכימיה.\nמסלול לאנרגיה מים וטכנולוגיות')]"
